CellCDmT,iTALK,CellPhoneDB,NATMI,CellChat
IL11_PLXNB2,,,,
MMP2_ADRA2A,,,,
PGF_TGFBR2,,,,
IGF1_RAMP3,,,,
LAMA1_RAMP3,,,,
LCN1_CNR1,,,,
COL9A1_DPP4,,,,
UTS2_GRM7,,,,
DEFB103A_ADRA2A,,,,
INS_OXTR,,,,
DSPP_CNR1,,,,
RBP4_ITGA1,,,,
SFRP1_PLXNB2,,,,
C1QB_CX3CR1,,,,
COL1A1_CNR1,,,,
ADAM10_CNR1,,,,
AHSG_CNR1,,,,
ORM1_OSMR,,,,
FSHB_ADRA2A,,,,
SCGB3A1_CX3CR1,,,,
MFNG_GPR20,,,,
GSTP1_GPR20,,,,
GDF15_OXTR,,,,
NUCB2_OXTR,,,,
PLAU_RYR2,,,,
LGALS9_FPR3,,,,
GH1_OLR1,,,,
APLN_OXTR,,,,
SEMA3D_LRP8,,,,
LGALS8_PLXNB2,,,,
DEFB106A_ADRA2A,,,,
CCL2_CCR10,,,,
PROC_CNR1,,,,
PRL_RAMP3,,,,
GH1_CD4,,,,
GH1_NRXN2,,,,
GSTP1_VIPR2,,,,
MICB_CNR1,,,,
VWF_OXTR,,,,
L1CAM_ITGA6,,,,
SEMA4A_TLR6,,,,
IL31_TSHR,,,,
ANGPTL2_CCR3,,,,
EGF_OXTR,,,,
RLN3_CNR1,,,,
GH1_HTR2B,,,,
COL6A3_ADRA2A,,,,
GH1_GHSR,,,,
IGFL3_OSMR,,,,
FGB_CFTR,,,,
EFNB2_ITGAL,,,,
FGF7_CNR1,,,,
PF4_ADRA2A,,,,
NPPB_CX3CR1,,,,
OSM_GRM7,,,,
HAS2_TGFBR2,,,,
PCSK9_OXTR,,,,
TSHB_TLR6,,,,
PODXL2_CNR1,,,,
PIGA_TLR6,,,,
CNTN2_CNR1,,,,
CCL17_OXTR,,,,
AVP_CX3CR1,,,,
ADIPOQ_CNR1,,,,
RAET1G_OXTR,,,,
FBLN2_ADRB3,,,,
MMP12_OSMR,,,,
ANG_CNR1,,,,
CXCL1_VIPR2,,,,
OSM_TGFBR2,,,,
MMP13_OSMR,,,,
DLL1_PLXNB2,,,,
F10_CNR1,,,,
INSL3_TLR6,,,,
PLAU_GRM7,,,,
LIN7C_CNR1,,,,
GH1_ACVR1C,,,,
C4BPA_OSMR,,,,
GH1_ADRB2,,,,
NUCB2_GRM7,,,,
LAMA1_ADRB3,,,,
MFAP2_CNR1,,,,
C4BPA_CCR3,,,,
HSPA8_DPP4,,,,
CCL8_GRM7,,,,
DLK1_GRM7,,,,
CSF1_TLR6,,,,
IL31_FZD5,,,,
DRAXIN_GRM7,,,,
BST2_GRM7,,,,
P4HB_TGFBR2,,,,
CD99_TLR6,,,,
GH2_CNR1,,,,
DKK3_FPR3,,,,
GDF9_OSMR,,,,
NRTN_CX3CR1,,,,
PDGFC_OXTR,,,,
GDNF_PDCD1,,,,
IL11_ADRB3,,,,
GDF9_OXTR,,,,
GH1_CCR10,,,,
GH1_PLAUR,,,,
TFPI_CFTR,,,,
TDGF1_OXTR,,,,
RTN4_CNR1,,,,
IL24_TGFBR2,,,,
GSTP1_FPR3,,,,
PSEN1_CNR1,,,,
AGT_TGFBR2,,,,
FGF23_RYR2,,,,
SEMA4F_CNR1,,,,
BMP1_OXTR,,,,
GSTO1_OSMR,,,,
SHANK1_OSMR,,,,
CXCL1_GPR20,,,,
NLGN2_GPR20,,,,
SCGB3A1_ADRA2A,,,,
DEFB103A_VIPR2,,,,
FYN_GRM1,,,,
RLN3_PRLHR,,,,
GH1_ADCYAP1R1,,,,
LPA_FPR3,,,,
TNFSF4_DPP4,,,,
TNF_GRM7,,,,
ITGB3BP_CNR1,,,,
SYK_GRM7,,,,
C4BPA_CRHR2,,,,
EFNB3_OSMR,,,,
SEMA6D_CNR1,,,,
RAET1G_OSMR,,,,
COL6A1_OXTR,,,,
GDF15_PLXNB2,,,,
SHANK1_CNR1,,,,
CORT_CNR1,,,,
CCL22_VIPR2,,,,
RLN3_CX3CR1,,,,
GH1_GPR151,,,,
CCL13_PLXNB2,,,,
AGT_OXTR,,,,
HLA_C,,,,
SST_OSMR,,,,
COL6A1_TLR6,,,,
APLN_GRM7,,,,
LYZ_ITGA1,,,,
CCL28_CCR3,,,,
GSTO1_CNR1,,,,
CCK_OXTR,,,,
PDYN_CNR1,,,,
HGF_OXTR,,,,
CALCB_DPP4,,,,
TNC_CFTR,,,,
CCL24_TLR6,,,,
GH1_HTR6,,,,
INSL3_FPR3,,,,
EBI3_OXTR,,,,
CXCL14_ADRA2A,,,,
CD70_TLR6,,,,
RLN3_ADRA2A,,,,
CD6_FPR3,,,,
PTH2_ADRA2A,,,,
TNFSF8_OSMR,,,,
MMP7_ITGA6,,,,
AGTRAP_CNR1,,,,
GH1_BRS3,,,,
CCL24_OSMR,,,,
LAMA3_CNR1,,,,
CCL14_ACKR4,,,,
ULBP1_PLXNB2,,,,
NPS_TLR6,,,,
MFGE8_CNR1,,,,
ARTN_OSMR,,,,
ICAM2_TLR6,,,,
IL31_CCR3,,,,
CD200_TGFBR2,,,,
PLAU_CNR1,,,,
KNG1_OSMR,,,,
PIGA_OSMR,,,,
EFEMP2_TLR6,,,,
IL2_CX3CR1,,,,
RELN_TGFBR2,,,,
CCL1_ADRA2A,,,,
TIMP3_OSMR,,,,
CCL22_ADRA2A,,,,
RBP3_CNR1,,,,
GH1_LPAR4,,,,
ITIH2_CX3CR1,,,,
FYN_EPHB3,,,,
CRP_ADRA2A,,,,
FGF21_CX3CR1,,,,
RAET1G_ITGAL,,,,
CCL7_OXTR,,,,
LAMC2_GRM7,,,,
CD40LG_TGFBR2,,,,
TNC_TLR6,,,,
WNT11_ITGA1,,,,
SERPING1_ADRA2A,,,,
SERPINC1_CNR1,,,,
FGF10_TGFBR2,,,,
CCL28_FZD5,,,,
CD70_CFTR,,,,
F7_TGFBR2,,,,
CSF3_TPO,,,,
ADM2_ACKR2,,,,
ADCYAP1_TLR6,,,,
GH1_TRADD,,,,
CALCB_TLR6,,,,
GDF9_ITGAL,,,,
NPPA_OXTR,,,,
GH1_SSTR5,,,,
DLK2_CX3CR1,,,,
CCK_TLR6,,,,
CCL3L3_CCR3,,,,
FBLN2_PTH1R,,,,
EFNA4_OSMR,,,,
DKK2_OSMR,,,,
FGF19_CNR1,,,,
CLEC3A_GPR20,,,,
WNT2B_OXTR,,,,
PON2_ADRA2A,,,,
CSF2_TLR6,,,,
CCL22_GPR20,,,,
AMELX_CX3CR1,,,,
GDNF_ADIPOR1,,,,
FARP2_TGFBR2,,,,
CCL27_CNR1,,,,
HAS2_GRM7,,,,
EDIL3_TLR6,,,,
CFH_CNR1,,,,
EDA_ITGAL,,,,
DSC1_CNR1,,,,
FST_ADCYAP1R1,,,,
GH1_MARCO,,,,
TGFB2_GRM7,,,,
GAD1_CNR1,,,,
CCL1_RAMP3,,,,
IL36A_FPR3,,,,
NRG1_TLR6,,,,
EPO_CNR1,,,,
DCN_CNR1,,,,
NTS_TLR6,,,,
MATN1_CX3CR1,,,,
BMP1_CFTR,,,,
EFNA1_FPR3,,,,
ARTN_CRHR2,,,,
GH1_NPBWR2,,,,
ANGPTL2_CCR10,,,,
IL26_FPR3,,,,
BMP7_PLXNB2,,,,
BMP1_OSMR,,,,
EBI3_TLR6,,,,
CALM2_TLR6,,,,
LAMA1_TSHR,,,,
VEGFA_CNR1,,,,
THBS1_PLXNB2,,,,
HSPA8_CCR3,,,,
GDNF_ART1,,,,
GH1_GP1BA,,,,
ADAM9_ADRA2A,,,,
WNT2B_PLXNB2,,,,
BMP7_GRM7,,,,
SPINT1_ACKR2,,,,
CD40LG_TLR6,,,,
COL6A2_CNR1,,,,
THPO_OSMR,,,,
PDCD1LG2_FPR3,,,,
GH1_ITGB7,,,,
ANGPTL2_ACKR4,,,,
BMP2_ITGA1,,,,
ANGPT2_ITGA1,,,,
CXCL14_FPR3,,,,
GNRH1_ADRA2A,,,,
INHBC_CCR1,,,,
NTN4_FZD8,,,,
COL9A1_TLR6,,,,
GH1_FZD8,,,,
CCL14_CXCR4,,,,
CCL21_VIPR2,,,,
A2M_OSMR,,,,
NTNG1_TGFBR2,,,,
GDF7_ADRB3,,,,
PIP_ADRB3,,,,
ADAM15_ADRB3,,,,
GDF6_CNR1,,,,
RLN3_FPR3,,,,
NXPH3_OXTR,,,,
HRAS_CX3CR1,,,,
CCL13_GRM7,,,,
COL9A1_FZD5,,,,
NDP_FPR3,,,,
GH1_FPR3,,,,
CCL25_TGFBR2,,,,
GDF9_PLXNB2,,,,
FGF4_TLR6,,,,
PDGFC_TLR6,,,,
MEGF10_ADRA2A,,,,
WNT5A_FPR3,,,,
NLGN2_VIPR2,,,,
FST_TSHR,,,,
PRND_CNR1,,,,
CNTF_GRM7,,,,
IL26_ADRA2A,,,,
BCAN_CX3CR1,,,,
DLK2_FPR3,,,,
LGALS8_TLR6,,,,
IL13_TGFBR2,,,,
RGMB_ITGAL,,,,
CCL24_CX3CR1,,,,
REN_CNR1,,,,
DSPP_GRM7,,,,
GH2_GRM7,,,,
ANGPT2_OXTR,,,,
CCL26_GRM7,,,,
IFNL3_GRM7,,,,
GZMB_ADRA2A,,,,
CNTN3_FPR3,,,,
EDN1_GRM7,,,,
CCL21_RAMP3,,,,
GDNF_SLC2A2,,,,
HP_TLR6,,,,
LAMA4_CNR1,,,,
ICAM4_TLR6,,,,
FSHB_FPR3,,,,
MEGF10_FPR3,,,,
RLN3_ADRB3,,,,
C4BPA_DPP4,,,,
IL11_RYR2,,,,
IL11_PLXNA1,,,,
EFNB3_GRM1,,,,
SERPINE1_TGFBR2,,,,
GH1_CRHR1,,,,
GH1_SSTR3,,,,
FGF3_ADRA2A,,,,
TCTN1_OSMR,,,,
GH1_KLRF2,,,,
PCSK1N_GRM7,,,,
NRG1_TGFBR2,,,,
APOA1_FPR3,,,,
F8_ITGA6,,,,
GH1_CCBE1,,,,
NUCB2_ITGA1,,,,
OBP2A_TGFBR2,,,,
INHBC_RAMP3,,,,
F7_TLR6,,,,
FGF14_TGFBR2,,,,
UCN3_CNR1,,,,
PDGFC_OSMR,,,,
NPFF_CX3CR1,,,,
COL9A2_GRM1,,,,
TNFSF11_CNR1,,,,
MFGE8_OSMR,,,,
RLN3_RYR2,,,,
THBS1_TLR6,,,,
IL3_OSMR,,,,
TGFA_OSMR,,,,
CD70_GRM7,,,,
DSCAM_CCR3,,,,
CXCL17_CNR1,,,,
ARTN_CD4,,,,
TGFA_CFTR,,,,
PSEN1_GRM7,,,,
CEL_CNR1,,,,
RSPO4_CX3CR1,,,,
EFNA1_OSMR,,,,
DMP1_OXTR,,,,
GH1_LTBR,,,,
CD55_CNR1,,,,
DLL1_ITGA6,,,,
HGF_GRM7,,,,
EREG_CNR1,,,,
NPPC_GPR20,,,,
IFNA7_DPP4,,,,
FGF10_OSMR,,,,
BGN_RYR2,,,,
GH1_HTR1D,,,,
APP_LRP6,,,,
LYZ_ITGA6,,,,
SLPI_OSMR,,,,
SEMA4A_CX3CR1,,,,
TNFSF8_GPR20,,,,
DSCAM_OXTR,,,,
PSAP_TSHR,,,,
PRLH_FPR3,,,,
PSAP_RAMP3,,,,
C4B_CX3CR1,,,,
WIF1_CNR1,,,,
SCGB3A1_FPR3,,,,
F12_OXTR,,,,
F2_CNR1,,,,
RGMB_OXTR,,,,
CCL1_FPR3,,,,
RNASE2_OSMR,,,,
AZGP1_OSMR,,,,
MFNG_CCR3,,,,
FGF14_GRM7,,,,
KISS1_OSMR,,,,
DEFB106A_ACKR4,,,,
RPH3A_ITGAL,,,,
IL24_CNR1,,,,
NTF3_TLR6,,,,
MFNG_VIPR2,,,,
PON2_CX3CR1,,,,
CCL3_CXCR4,,,,
PSAP_RAMP2,,,,
PMCH_TGFBR2,,,,
EBI3_GRM1,,,,
ICAM4_GRM7,,,,
GDF15_OSMR,,,,
ASIP_CNR1,,,,
CCL7_OSMR,,,,
FGF23_GRM7,,,,
RIMS2_TGFBR2,,,,
DSPP_OSMR,,,,
CD70_OSMR,,,,
BMP5_TLR6,,,,
CCL2_CCR3,,,,
HLA_C,,,,
UTS2_TGFBR2,,,,
WNT8A_OSMR,,,,
CNTN4_GRM7,,,,
IL36G_TLR6,,,,
CCL2_FZD5,,,,
NRTN_FPR3,,,,
PDAP1_TLR6,,,,
IFNA7_FZD5,,,,
HSP90AA1_OXTR,,,,
SEMA3E_CNR1,,,,
JAM3_CNR1,,,,
SERPINA1_OSMR,,,,
PROC_TGFBR2,,,,
WNT11_PLXNB2,,,,
CD6_ADRA2A,,,,
SLIT3_TLR6,,,,
PROS1_TGFBR2,,,,
IL36A_ADRA2A,,,,
MMP9_GPR20,,,,
C1QTNF5_CNR1,,,,
LRPAP1_CNR1,,,,
COL6A1_GRM7,,,,
SOSTDC1_OSMR,,,,
