CellCDmT,iTALK,CellPhoneDB,NATMI,CellChat
CALM2_MYLK2,,PYY_NPY2R,GRP_GRPR,
CALM2_SCN4A,,PPY_NPY5R,GRP_NMBR,
CALM2_KCNQ1,,PYY_NPY5R,GUCA2A_GUCY2C,
CALM2_PDE1B,,PPY_NPY4R,GUCA2B_GUCY2C,
CALM2_TRPC5,,PYY_NPY4R,GUCA2B_GUCY2D,
CALM2_CACNA1C,,GIP_GIPR,GZMB_CHRM3,
NXPH2_NRXN1,,HLA-DQB2_PRL,GZMB_IGF2R,
LRIG1_EGFR,,ADCYAP1_VIPR2,HAS2_CD44,
LRIG1_MET,,SFRP4_WNT8A,HAS2_HMMR,
UCN2_IL10RB,,VIP_VIPR2,HAVCR1_CD300LB,
UCN2_CRHR2,,SCT_VIPR1,HAVCR1_HAVCR1,
UCN2_CRHR1,,TNFRSF13C_TNFSF13B,HBEGF_CD44,
SFRP2_FZD5,,NTRK1_COPA,HBEGF_CD82,
MEGF10_ABCA1,,EGFR_COPA,HBEGF_CD9,
IL9_IL2RG,,NGFR_BDNF,HBEGF_EGFR,
IL9_IL9R,,NTRK1_GRN,HBEGF_ERBB2,
FGF18_FGFR2,,PTN_PTPRS,HBEGF_ERBB4,
FGF18_FGFR4,,SFRP5_WNT8A,HCRT_HCRTR1,
FGF18_FGFR1,,LRP6_SOSTDC1,HCRT_HCRTR2,
FGF18_FGFR3,,EFNA4_EPHA5,HCRT_NPFFR2,
CRH_PTH1R,,POMC_MC4R,HEBP1_FPR3,
CRH_ADCYAP1R1,,AGRP_MC5R,HGF_CD44,
CRH_RAMP2,,POMC_MC5R,HGF_MET,
CRH_VIPR1,,AGRP_MC3R,HGF_SDC1,
CRH_RAMP3,,DLK1_NOTCH2,HGF_SDC2,
CRH_GPR20,,DLK1_NOTCH4,HGF_ST14,
CRH_ADRB2,,DLK1_NOTCH3,HHLA2_TMIGD2,
CRH_ADRB3,,SCGB3A1_NOTCH3,HLA-A_APLP2,
CRH_TSHR,,PLXNB2_PTN,HLA-A_ERBB2,
CRH_GPR84,,POMC_MC3R,HLA-A_KIR3DL1,
CRH_CRHR2,,POMC_OPRM1,HLA-A_KIR3DL2,
CRH_CRHR1,,POMC_OPRD1,HLA-A_LILRB1,
CRH_MC2R,,GHRH_GHRHR,HLA-A_LILRB2,
RSPO2_LGR6,,RSPO4_LGR4,HLA-B_CANX,
RSPO2_LGR4,,RSPO2_LGR4,HLA-B_KIR2DL3,
RSPO2_LGR5,,RSPO4_LGR6,HLA-B_KIR3DL1,
RSPO2_ZNRF3,,RSPO2_LGR6,HLA-B_KIR3DL2,
IFNA1_IFNAR2,,ERVH48-1_SLC1A5,HLA-B_KLRD1,
IFNA1_IFNAR1,,PENK_OPRD1,HLA-B_LILRB1,
IFNA1_CR2,,POMC_OPRK1,HLA-B_LILRB2,
LIN7C_ABCA1,,POMC_MC2R,HLA-C_KIR2DL1,
LIN7C_HTR2C,,POMC_MC1R,HLA-C_KIR2DL3,
LIN7C_KCNJ4,,ASIP_MC1R,HLA-C_KIR2DS4,
SERPING1_SELE,,LEFTY2_TDGF1,HLA-C_LILRA3,
SERPING1_SELP,,LEFTY1_TDGF1,HLA-C_LILRB1,
GPHA2_TSHR,,GALR2_GALP,HLA-C_LILRB2,
GPHA2_EPHA6,,TULP1_TYRO3,HLA-E_KLRC1,
CTF1_LIFR,,NOTCH1_WNT4,HLA-E_KLRC2,
CTF1_IL6ST,,WNT1_SFRP5,HLA-E_KLRD1,
IL18_IL1RL2,,WNT2_SFRP5,HLA-E_KLRK1,
IL18_IL1RAPL1,,WNT3_SFRP5,HLA-F_KIR3DL1,
IL18_CD48,,WNT4_SFRP5,HLA-F_KIR3DL2,
IL18_IL18R1,,WNT7B_SFRP5,HLA-F_LILRB1,
IL18_IL18BP,,WNT1_SFRP4,HLA-F_LILRB2,
IL18_IL18RAP,,WNT11_SFRP5,HLA-G_KIR2DL4,
QDPR_DYSF,,WNT9A_SFRP5,HLA-G_KLRC1,
PIGF_FLT1,,WNT7A_SFRP5,HLA-G_KLRD1,
TNFSF4_TRAF2,,WNT5A_SFRP5,HLA-G_LILRB1,
TNFSF4_TNFRSF4,,PTN_PTPRZ1,HLA-G_LILRB2,
PTH_PTH1R,,APOB_APOBR,HMGB1_HAVCR2,
PTH_ADCYAP1R1,,EFNA5_EPHA5,HMGB1_SDC1,
PTH_RAMP2,,WNT1_SFRP1,HMGB1_THBD,
PTH_VIPR1,,WNT1_WIF1,HP_CD163,
PTH_RAMP3,,WNT8B_WIF1,HP_ITGAM,
PTH_GPR20,,WNT8A_WIF1,HP_ITGB2,
PTH_ADRB2,,WNT8B_SFRP2,HRAS_AGTR1,
PTH_ADRB3,,WNT1_FRZB,HRAS_CAV1,
PTH_TSHR,,SFRP5_WNT5B,HRAS_INSR,
PTH_GPR84,,WNT1_SFRP2,HRG_FCGR1A,
PTH_LRP6,,,HSP90AA1_CFTR,
PTH_PTH2R,,,HSP90AA1_EGFR,
BMP3_ACVR2B,,,HSP90AA1_FGFR3,
BMP3_BMPR2,,,HSPG2_COL13A1,
BMP3_BMPR1A,,,HSPG2_ITGA2,
BMP3_BMPR1B,,,HSPG2_ITGB1,
BMP6_ACVR1,,,HSPG2_PTPRS,
BMP6_BMPR2,,,IAPP_CALCR,
BMP6_BMPR1A,,,IAPP_RAMP1,
BMP6_BMPR1B,,,IAPP_RAMP2,
BMP6_ACVR2A,,,ICAM1_IL2RA,
SEMA3D_NRP1,,,ICAM1_ITGAL,
SEMA3D_PLXND1,,,ICAM1_ITGAM,
WNT3A_LGR5,,,ICAM1_ITGAX,
WNT3A_LRP1,,,ICAM1_ITGB2,
WNT3A_FZD2,,,ICAM1_SPN,
WNT3A_FZD6,,,ICAM2_ITGAL,
WNT3A_LRP6,,,ICAM2_ITGAM,
WNT3A_LRP5,,,ICAM2_ITGB2,
WNT3A_RYK,,,ICAM3_CD209,
WNT3A_FZD1,,,ICAM3_CLEC4M,
WNT3A_FZD7,,,ICAM3_ITGAD,
WNT3A_FZD8,,,ICAM3_ITGAL,
WNT3A_FZD5,,,ICAM3_ITGB2,
WNT3A_ROR1,,,ICAM4_ITGA2B,
WNT3A_FZD3,,,ICAM4_ITGA4,
WNT3A_ATP6AP2,,,ICAM4_ITGAL,
WNT3A_APCDD1,,,ICAM4_ITGAM,
APP_ADRA2A,,,ICAM4_ITGAV,
APP_MTNR1A,,,ICAM4_ITGB1,
APP_GRM7,,,ICAM4_ITGB2,
APP_DCC,,,ICOS_ICOSLG,
APP_NOTCH2,,,ICOSLG_CD28,
APP_LRP1,,,ICOSLG_CTLA4,
APP_LRP6,,,ICOSLG_ICOS,
APP_CAV1,,,IFNA1_IFNAR1,
APP_VLDLR,,,IFNA1_IFNAR2,
APP_SORL1,,,IFNA13_IFNAR1,
APP_TSPAN15,,,IFNA13_IFNAR2,
APP_FPR2,,,IFNA16_IFNAR1,
APP_LRP10,,,IFNA16_IFNAR2,
APP_PLD1,,,IFNA2_IFNAR1,
APP_RPSA,,,IFNA2_IFNAR2,
APP_TNFRSF21,,,IFNB1_IFNAR1,
APP_NCSTN,,,IFNB1_IFNAR2,
APP_AGER,,,IFNE_IFNAR1,
APP_CD74,,,IFNE_IFNAR2,
APP_NGFR,,,IFNG_IFNGR1,
APP_APLP1,,,IFNG_IFNGR2,
APP_TSPAN12,,,IFNK_IFNAR1,
APP_PTGER2,,,IFNK_IFNAR2,
APP_APLP2,,,IFNL1_IFNLR1,
APP_GPC1,,,IFNL1_IL10RB,
WNT7A_LRP6,,,IFNL2_IFNLR1,
WNT7A_FZD5,,,IFNL2_IL10RB,
WNT7A_LDLR,,,IFNL3_IFNLR1,
WNT7A_FZD9,,,IFNL3_IL10RB,
WNT7A_RECK,,,IFNW1_IFNAR1,
WNT7A_FZD10,,,IFNW1_IFNAR2,
DKK2_LRP6,,,IGF1_IGF1R,
DKK2_KREMEN2,,,IGF2_IGF1R,
WIF1_RYK,,,IGF2_IGF2R,
ADAMTS3_CCBE1,,,IGF2_INSR,
CXCL13_ADRA2A,,,IGFBP4_FZD8,
CXCL13_MTNR1A,,,IGFBP4_LRP6,
CXCL13_GRM7,,,IGFL1_IGFLR1,
CXCL13_CCR10,,,IGFL2_IGFLR1,
CXCL13_ACKR4,,,IGFL3_IGFLR1,
CXCL13_CXCR3,,,IL10_IL10RA,
CXCL13_CXCR5,,,IL10_IL10RB,
CXCL13_OPRD1,,,IL11_IL11RA,
GDF6_BMPR2,,,IL11_IL6ST,
GDF6_BMPR1A,,,IL12A_IL12RB1,
GDF6_BMPR1B,,,IL12A_IL12RB2,
NODAL_SMAD3,,,IL12B_IL12RB1,
NODAL_ACVR2B,,,IL12B_IL12RB2,
NODAL_ACVR1B,,,IL12B_IL23R,
NODAL_ACVR2A,,,IL13_IL13RA1,
NODAL_ACVR1C,,,IL13_IL13RA2,
SST_ADRA2A,,,IL13_IL2RG,
SST_MTNR1A,,,IL13_IL4R,
SST_GRM7,,,IL15_IL15RA,
SST_SSTR5,,,IL15_IL2RA,
SST_SSTR2,,,IL15_IL2RB,
SST_SSTR3,,,IL15_IL2RG,
SST_SSTR4,,,IL16_CD4,
SST_SSTR1,,,IL16_GRIN2D,
WNT4_NOTCH1,,,IL16_KCNJ10,
WNT4_FZD2,,,IL16_KCNJ15,
WNT4_FZD6,,,IL17B_IL17RB,
WNT4_FZD1,,,IL17C_IL17RA,
WNT4_FZD8,,,IL17C_IL17RE,
WNT4_SMO,,,IL18_IL18R1,
AGRP_SDC3,,,IL18_IL18RAP,
AGRP_MC4R,,,IL18_IL1RAPL1,
AGRP_MC5R,,,IL19_IL20RA,
AGRP_MC3R,,,IL19_IL20RB,
PIP_AQP5,,,IL1A_IL1R1,
PIP_CD4,,,IL1A_IL1R2,
PIP_NPTN,,,IL1A_IL1RAP,
CALM3_GRM7,,,IL1B_IL1R1,
CALM3_EGFR,,,IL1B_IL1R2,
CALM3_SELL,,,IL1B_IL1RAP,
CALM3_RYR2,,,IL1RAPL1_PTPRD,
CALM3_GRM5,,,IL1RAPL1_PTPRF,
CALM3_KCNQ3,,,IL1RAPL1_PTPRS,
CALM3_KCNQ5,,,IL1RN_IL1R1,
CALM3_MYLK,,,IL1RN_IL1R2,
CALM3_PDE1A,,,IL2_CD53,
CALM3_INSR,,,IL2_IL2RA,
CALM3_ADCY8,,,IL2_IL2RB,
CALM3_PDE1C,,,IL2_IL2RG,
CALM3_GP6,,,IL20_IL20RA,
CALM3_SCN10A,,,IL20_IL20RB,
CALM3_AQP6,,,IL20_IL22RA1,
CALM3_MYLK2,,,IL21_IL21R,
CALM3_SCN4A,,,IL21_IL2RG,
CALM3_ESR1,,,IL23A_IL12RB1,
CALM3_AR,,,IL23A_IL23R,
CALM3_KCNQ1,,,IL24_IL20RA,
CALM3_PDE1B,,,IL24_IL20RB,
CALM3_TRPC5,,,IL24_IL22RA1,
CALM3_CACNA1C,,,IL25_IL17RB,
TFF2_MUC6,,,IL26_IL20RA,
TFF1_MUC5AC,,,IL26_IL20RB,
TFF1_FCRL4,,,IL27_IL27RA,
S100B_AGER,,,IL31_IL31RA,
S100B_ALCAM,,,IL31_OSMR,
S100A1_TLR4,,,IL33_IL1RL1,
S100A1_RYR2,,,IL34_CSF1R,
S100A1_AGER,,,IL34_PTPRZ1,
S100A1_TRPM3,,,IL36RN_IL1RL2,
S100A1_RYR1,,,IL5_CSF2RB,
SCGB3A1_NOTCH3,,,IL5_IL5RA,
SCGB3A1_MARCO,,,IL6_IL6R,
HCRT_NPFFR2,,,IL6_IL6ST,
HCRT_HCRTR1,,,IL7_IL2RG,
HCRT_HCRTR2,,,IL7_IL7R,
SHANK1_ABCA1,,,INHA_ACVR2A,
SHANK1_SSTR2,,,INHA_TGFBR3,
WNT1_LRP6,,,INHBA_ACVR1,
WNT1_LRP5,,,INHBA_ACVR1B,
WNT1_RYK,,,INHBA_ACVR1C,
WNT1_ROR2,,,INHBA_ACVR2A,
WNT1_FZD1,,,INHBA_ACVR2B,
WNT1_FZD7,,,INHBA_BAMBI,
WNT1_FZD8,,,INHBA_ENG,
WNT1_FZD5,,,INHBA_TGFBR3,
WNT1_FZD9,,,INHBB_ACVR1,
WNT1_FZD3,,,INHBB_ACVR1B,
CXCL16_ADRA2A,,,INHBB_ACVR1C,
CXCL16_MTNR1A,,,INHBB_ACVR2A,
CXCL16_GRM7,,,INHBB_ACVR2B,
CXCL16_CXCR6,,,INHBC_ACVR2A,
TNFSF12_TNFRSF8,,,INHBC_ACVR2B,
TNFSF12_TNFRSF25,,,INSL3_RXFP2,
TNFSF12_TNFRSF12A,,,INSL5_RXFP3,
FGF11_FGFR2,,,INSL5_RXFP4,
FGF11_FGFR4,,,ITGAV_THY1,
FGF11_FGFR1,,,ITGB2_THY1,
FGF11_FGFR3,,,JAG1_CD46,
NTN3_NEO1,,,JAG1_NOTCH1,
NTN3_CDON,,,JAG1_NOTCH2,
FGF19_FGFR2,,,JAG1_NOTCH3,
FGF19_FGFR4,,,JAG1_NOTCH4,
FGF19_FGFR1,,,JAG2_NOTCH1,
FGF19_FGFR3,,,JAG2_NOTCH2,
FGF19_KLB,,,JAG2_NOTCH3,
DRAXIN_DCC,,,JAG2_NOTCH4,
VCAM1_ITGB2,,,JAM2_JAM3,
VCAM1_ITGAD,,,JAM3_JAM2,
VCAM1_ITGA4,,,KITLG_KIT,
VCAM1_ITGB7,,,KLRB1_CLEC2D,
VCAM1_ITGB1,,,KLRF1_CLEC2B,
VCAM1_EZR,,,KNG1_BDKRB1,
VCAM1_MSN,,,KNG1_BDKRB2,
VCAM1_ITGA9,,,KNG1_GP1BA,
ARPC5_ADRB2,,,KNG1_GPR135,
ARPC5_LRP2,,,KNG1_ITGB2,
ARPC5_LDLR,,,KNG1_PLAUR,
INHBB_ACVR1,,,KNG1_RXFP4,
INHBB_SMAD3,,,L1CAM_ALCAM,
INHBB_ACVR2B,,,L1CAM_CD9,
INHBB_ACVR1B,,,L1CAM_CNTN1,
INHBB_ACVR2A,,,L1CAM_EGFR,
INHBB_ACVR1C,,,L1CAM_EPHB2,
BMP10_ENG,,,L1CAM_ERBB2,
BMP10_ACVRL1,,,L1CAM_ERBB3,
BMP10_BMPR2,,,L1CAM_ITGA5,
BMP10_BMPR1A,,,L1CAM_ITGAV,
BMP10_BMPR1B,,,L1CAM_PTPRZ1,
BMP10_ACVR2A,,,LACRT_SDC1,
TGFA_EGFR,,,LAMA1_ITGA1,
TGFA_ERBB4,,,LAMA1_ITGA2,
TGFA_ERBB2,,,LAMA1_ITGA7,
TGFA_ERBB3,,,LAMA1_ITGB1,
COL6A3_ITGB1,,,LAMA1_ITGB8,
COL6A3_ITGA1,,,LAMA1_RPSA,
COL6A3_ITGA2,,,LAMA2_DAG1,
PROK2_PROKR1,,,LAMA2_ITGA7,
PROK2_PROKR2,,,LAMA2_ITGB1,
IHH_PTCH1,,,LAMA2_RPSA,
IHH_HHIP,,,LAMA3_SDC2,
IHH_BOC,,,LAMA5_BCAM,
IHH_CDON,,,LAMB1_ITGA6,
IHH_PTCH2,,,LAMB1_ITGB1,
CXCL3_ADRA2A,,,LAMB2_RPSA,
CXCL3_MTNR1A,,,LAMC2_ITGA3,
CXCL3_GRM7,,,LAMC2_ITGA6,
CXCL3_CXCR2,,,LAMC2_ITGB1,
CXCL3_CXCR1,,,LAMC2_ITGB4,
CXCL5_ADRA2A,,,LCN2_LRP2,
CXCL5_MTNR1A,,,LEAP2_GHSR,
CXCL5_GRM7,,,LEFTY2_ACVR2B,
CXCL5_CXCR2,,,LEP_LEPR,
CXCL5_CXCR1,,,LGALS1_CD69,
PPBP_ADRA2A,,,LGALS1_ITGB1,
PPBP_MTNR1A,,,LGALS1_PTPRC,
PPBP_GRM7,,,LGALS3_LAG3,
PPBP_CXCR2,,,LGALS3BP_ITGB1,
PPBP_CXCR1,,,LGALS9_CD44,
PF4_ADRA2A,,,LGALS9_HAVCR2,
PF4_MTNR1A,,,LGI2_ADAM11,
PF4_GRM7,,,LGI2_ADAM22,
PF4_FGFR2,,,LGI2_ADAM23,
PF4_LRP1,,,LGI3_ADAM22,
PF4_SDC2,,,LGI3_ADAM23,
PF4_CXCR3,,,LGI3_FLOT1,
PF4_LDLR,,,LGI3_STX1A,
PF4_THBD,,,LGI4_ADAM11,
PF4_PROCR,,,LGI4_ADAM22,
UCN_CRHR2,,,LGI4_ADAM23,
UCN_CRHR1,,,LIF_IL6ST,
TDGF1_SMAD3,,,LIF_LIFR,
TDGF1_ACVR2B,,,LILRB4_LAIR1,
TDGF1_ACVR1B,,,LIN7C_HTR2C,
TDGF1_ACVR2A,,,LIPC_LRP1,
TDGF1_ACVR1C,,,LIPH_LPAR1,
TDGF1_GPC1,,,LIPH_LPAR2,
LIPH_LPAR1,,,LIPH_LPAR4,
LIPH_LPAR4,,,LPA_LRP2,
LIPH_LPAR2,,,LPL_LRP1,
CAMP_EGFR,,,LPL_LRP2,
CAMP_IGF1R,,,LPL_SDC1,
CAMP_FPR2,,,LPL_VLDLR,
CAMP_P2RX7,,,LRFN3_LRFN3,
IL15_IL2RA,,,LRFN5_LRFN5,
IL15_IL2RG,,,LRPAP1_LDLR,
IL15_IL15RA,,,LRPAP1_LRP1,
IL15_IL2RB,,,LRPAP1_LRP2,
SCGB3A2_MARCO,,,LRPAP1_LRP8,
SPINK1_EGFR,,,LRPAP1_SORL1,
SPINK1_NRSN1,,,LRPAP1_SORT1,
IL3_CSF2RB,,,LRPAP1_VLDLR,
IL3_IL3RA,,,LTA_LTBR,
CSF2_ITGB1,,,LTA_TNFRSF14,
CSF2_SDC2,,,LTA_TNFRSF1A,
CSF2_CSF1R,,,LTA_TNFRSF1B,
CSF2_CSF3R,,,LTB_CD40,
CSF2_CSF2RB,,,LTB_LTBR,
CSF2_IL3RA,,,LTB_TNFRSF1A,
CSF2_CSF2RA,,,LTBP1_ITGB5,
CSF2_ITGA9,,,LTBP3_ITGB5,
FABP5_RXRA,,,LTF_LRP1,
SHH_LRP2,,,LTF_LRP11,
SHH_PTCH1,,,LY86_CD180,
SHH_HHIP,,,LY9_LY9,
SHH_BOC,,,MADCAM1_CD44,
SHH_CDON,,,MADCAM1_ITGA4,
SHH_PTCH2,,,MADCAM1_ITGB7,
SHH_SCUBE2,,,MATN1_ITGA1,
SHH_GPC5,,,MATN1_ITGB1,
SHH_GAS1,,,MBL2_CD93,
SHH_SMO,,,MCAM_MCAM,
SHH_GPC1,,,MDK_ALK,
COL1A2_CD44,,,MDK_ITGA4,
COL1A2_ITGB1,,,MDK_ITGA6,
COL1A2_ITGAV,,,MDK_ITGB1,
COL1A2_CD36,,,MDK_LRP1,
COL1A2_ITGA1,,,MDK_NOTCH2,
COL1A2_ITGA2,,,MDK_PTPRZ1,
COL1A2_CD93,,,MDK_SDC1,
COL1A2_FLT4,,,MDK_SDC3,
COL1A2_ITGA11,,,MDK_SDC4,
COL1A2_ITGA2B,,,MDK_TSPAN1,
DEFB1_CCR6,,,MEPE_PHEX,
COL14A1_CD44,,,MFGE8_ITGAV,
ARF6_PLD1,,,MFGE8_PDGFRB,
ARF6_SMAP1,,,MFNG_NOTCH1,
JAM3_ITGB2,,,MFNG_NOTCH2,
JAM3_ITGB1,,,MIA_CDH7,
HSP90B1_ERBB2,,,MICA_KLRK1,
HSP90B1_LRP1,,,MICB_KLRK1,
HSP90B1_ASGR1,,,MIF_CD74,
HSP90B1_TLR2,,,MIF_CXCR2,
HSP90B1_TLR4,,,MIF_CXCR4,
HSP90B1_TLR1,,,MMP1_ITGA2,
HSP90B1_TLR7,,,MMP12_PLAUR,
COL6A2_ITGB1,,,MMP13_LRP1,
COL6A2_ITGA1,,,MMP2_SDC2,
COL6A2_ITGA2,,,MMP7_CD151,
ANGPTL4_GPIHBP1,,,MMP7_CD44,
ANGPTL4_TIE1,,,MMP7_ERBB4,
FADD_ABCA1,,,MMP9_CD44,
FADD_TRAF2,,,MMP9_EPHB2,
FADD_FAS,,,MMP9_LRP1,
FADD_TRADD,,,MMRN2_CD248,
PNOC_ADRA2A,,,MMRN2_CD93,
PNOC_MTNR1A,,,MMRN2_CLEC14A,
PNOC_GRM7,,,MRC1_PTPRC,
PNOC_OPRL1,,,MSMP_CCR2,
PRL_PRLR,,,MST1_MST1R,
CCL11_CCR2,,,MSTN_ACVR2B,
CCL11_DPP4,,,MUC1_SIGLEC9,
CCL11_ACKR2,,,MUC2_AGR2,
CCL11_CCR5,,,MYL9_CD69,
CCL11_CCR3,,,NAMPT_INSR,
CCL11_ACKR4,,,NCAM1_FGFR1,
CCL11_CXCR3,,,NCAM1_GFRA1,
NRTN_GFRA3,,,NCAM1_PTPRZ1,
NRTN_RET,,,NCAM1_ROBO1,
NRTN_GFRA2,,,NCAM1_ROBO3,
NRTN_GFRA1,,,NCR3LG1_NCR3,
IGF1_IGF2R,,,NDP_FZD4,
IGF1_IGF1R,,,NDP_LGR4,
IGF1_INSR,,,NELL2_ROBO3,
INSL5_ADRA2A,,,NGF_NGFR,
INSL5_MTNR1A,,,NGF_NTRK1,
INSL5_GRM7,,,NGF_SORT1,
INSL5_RXFP4,,,NID1_COL13A1,
INSL5_RXFP3,,,NID1_ITGAV,
IL16_CCR5,,,NID1_PTPRF,
IL16_KCNJ4,,,NID2_COL13A1,
IL16_GRIN2B,,,NLGN1_NRXN1,
IL16_KCNJ15,,,NLGN1_NRXN2,
IL16_KCNA3,,,NLGN1_NRXN3,
IL16_KCNJ10,,,NLGN2_NRXN1,
IL16_KCND2,,,NLGN2_NRXN2,
IL16_GRIN2A,,,NLGN2_NRXN3,
IL16_CD4,,,NLGN3_NRXN1,
IL16_KCND1,,,NLGN3_NRXN2,
IL16_GRIN2D,,,NLGN3_NRXN3,
IL16_GRIN2C,,,NLGN4X_NRXN1,
HSPA4_TLR4,,,NMB_BRS3,
PCSK9_SORT1,,,NMB_GRPR,
PCSK9_LRP1,,,NMB_NMBR,
PCSK9_LDLR,,,NMU_NMUR1,
PCSK9_VLDLR,,,NMU_NMUR2,
PCSK9_APLP2,,,NODAL_ACVR1B,
SEMA3E_NRP1,,,NODAL_ACVR1C,
SEMA3E_PLXND1,,,NODAL_ACVR2A,
IL12A_IL12RB1,,,NODAL_ACVR2B,
IL12A_IL12RB2,,,NODAL_TDGF1,
IL12A_CD28,,,NPB_NPBWR1,
TRH_TRHR,,,NPFF_NPFFR1,
DEFB4A_TLR4,,,NPFF_NPFFR2,
CD14_ITGB2,,,NPNT_ITGA8,
CD14_ITGA4,,,NPNT_ITGB1,
CD14_ITGB1,,,NPPA_NPR1,
CD14_TLR6,,,NPPA_NPR2,
CD14_TLR4,,,NPPA_NPR3,
CD14_RIPK1,,,NPPC_NPR2,
CD14_TLR1,,,NPPC_NPR3,
COL3A1_ITGB1,,,NPW_NPBWR1,
COL3A1_ITGA2,,,NPY_FAP,
COL3A1_DDR2,,,NPY_NPFFR2,
COL3A1_DDR1,,,NPY_NPY1R,
COL3A1_MAG,,,NPY_NPY2R,
IL13_IL2RG,,,NPY_NPY4R,
IL13_IL13RA2,,,NPY_NPY5R,
IL13_IL13RA1,,,NPY_PRLHR,
IL13_IL4R,,,NRG1_ERBB2,
IL13_TMEM219,,,NRG1_ERBB3,
NLGN2_NRXN1,,,NRG1_ERBB4,
NLGN2_NRXN3,,,NRG2_ERBB3,
NLGN2_MDGA1,,,NRG2_ERBB4,
NLGN2_NRXN2,,,NRG3_ERBB4,
CXCL10_ADRA2A,,,NRG4_ERBB4,
CXCL10_MTNR1A,,,NRTN_GFRA1,
CXCL10_GRM7,,,NRTN_GFRA2,
CXCL10_DPP4,,,NRTN_RET,
CXCL10_CCR3,,,NTF3_NGFR,
CXCL10_CXCR3,,,NTF3_NTRK1,
CXCL10_SDC4,,,NTF3_NTRK2,
BMP1_BMPR2,,,NTF3_NTRK3,
BMP1_BMPR1A,,,NTF4_NGFR,
BMP1_BMPR1B,,,NTF4_NTRK1,
FGB_ITGB2,,,NTF4_NTRK2,
FGB_ITGB1,,,NTN1_ADORA2B,
FGB_ITGAM,,,NTN1_DCC,
FGB_ITGAV,,,NTN1_MCAM,
FGB_ITGA5,,,NTN1_NEO1,
FGB_ITGA2B,,,NTN1_UNC5A,
FGB_TLR4,,,NTN1_UNC5B,
FGA_ITGB2,,,NTN1_UNC5C,
FGA_ITGAD,,,NTN1_UNC5D,
FGA_ITGB1,,,NTN4_DCC,
FGA_ITGAM,,,NTN4_UNC5A,
FGA_ITGAV,,,NTNG1_LRRC4C,
FGA_PLAUR,,,NTNG2_LRRC4,
FGA_ITGA5,,,NTRK3_PTPRD,
FGA_ITGA2B,,,NTRK3_PTPRF,
FGA_TLR4,,,NTRK3_PTPRS,
FGA_ITGAX,,,NTS_NTSR1,
FGA_CDH5,,,NTS_NTSR2,
SEMA4C_PLXNB2,,,NTS_SORT1,
CXCL11_ADRA2A,,,NXPH1_NRXN1,
CXCL11_MTNR1A,,,NXPH1_NRXN2,
CXCL11_GRM7,,,NXPH1_NRXN3,
CXCL11_DPP4,,,NXPH2_NRXN1,
CXCL11_CCR3,,,NXPH3_NRXN1,
CXCL11_CXCR3,,,NXPH3_NRXN2,
CXCL11_ACKR3,,,NXPH3_NRXN3,
PRND_RPSA,,,OMG_LINGO1,
HAS2_CD44,,,OMG_RTN4R,
HAS2_HMMR,,,OMG_RTN4RL1,
NPTX1_NPTXR,,,OMG_TNFRSF1B,
RGMB_NEO1,,,ORM1_CCR5,
RGMB_BMPR2,,,OSM_IL6ST,
RGMB_BMPR1B,,,OSM_LIFR,
F2_ITGA2B,,,OSM_OSMR,
F2_THBD,,,OSTN_NPR3,
F2_GP1BA,,,OXT_OXTR,
F2_GP1BB,,,PCSK9_VLDLR,
F2_F2R,,,PDCD1LG2_PDCD1,
F2_F2RL3,,,PDCD1LG2_RGMB,
F2_F2RL2,,,PDGFA_PDGFRA,
F2_F2RL1,,,PDGFB_ART1,
F2_GP9,,,PDGFB_LRP1,
INHBC_ACVR1,,,PDGFB_PDGFRA,
INHBC_ACVR2B,,,PDGFB_PDGFRB,
INHBC_ACVR1B,,,PDGFC_PDGFRA,
INHBC_ACVR2A,,,PDGFC_PDGFRB,
CCL19_ADRA2A,,,PDGFD_PDGFRB,
CCL19_MTNR1A,,,PDPN_CLEC1B,
CCL19_GRM7,,,PENK_OGFR,
CCL19_ACKR2,,,PENK_OPRD1,
CCL19_CCR10,,,PENK_OPRM1,
CCL19_ACKR4,,,PF4V1_CXCR3,
CCL19_CXCR3,,,PGF_FLT1,
CCL19_CCRL2,,,PGF_NRP1,
CCL19_CCR7,,,PGF_NRP2,
PLG_ITGB2,,,PGLYRP1_TREM1,
PLG_ITGB1,,,PIP_CD4,
PLG_IGF2R,,,PLA2G10_PLA2R1,
PLG_ITGAM,,,PLA2G2A_ITGA4,
PLG_PLAUR,,,PLA2G2A_ITGA5,
PLG_F3,,,PLA2G2A_ITGAV,
PLG_FLT1,,,PLA2G2A_ITGB1,
PLG_F2R,,,PLAT_LRP1,
PLG_PLGRKT,,,PLAU_IGF2R,
PLG_ITGA9,,,PLAU_LRP1,
PLG_F2RL1,,,PLAU_LRP2,
CLCF1_LIFR,,,PLAU_PLAUR,
CLCF1_IL6ST,,,PLAU_ST14,
CLCF1_CNTFR,,,PLG_F2R,
CLCF1_CRLF1,,,PLG_F2RL1,
CSHL1_GHR,,,PLG_F3,
LPL_CD44,,,PLG_ITGA9,
LPL_LRP2,,,PLG_ITGB1,
LPL_LRP1,,,PLG_PLGRKT,
LPL_SDC1,,,PLTP_ABCA1,
LPL_VLDLR,,,PMCH_MCHR2,
LPL_GPIHBP1,,,PNOC_OPRL1,
EFEMP2_PLSCR4,,,PODXL_SELL,
